refcode,HOMO,LUMO,gap,dipole_moment_Debye,splitting,hirshfeld,N_FOD
SAHZIK,-5.8662,-3.1561,2.7101,1.63095,-31.08,0.387792,0.683337
SAJKUN,-7.7537,-4.1858,3.5679,6.18284,87.05,-0.043456,0.689972
SAKWOS,-4.5971,-1.7764,2.8207,7.84354,-58.38,0.184858,0.633354
SALDNI,-4.5966,-1.8489,2.7477,5.69445,-19.82,0.188924,0.843197
SAPJUO,-7.7732,-5.6714,2.1018,4.99298,-35.11,0.354872,0.686651
SASPAD,-9.0759,-7.3478,1.7281,0.20527,38.24,0.11668,0.957853
SATGOK,-4.3966,-1.2294,3.1672,17.33364,-13.24,0.125177,0.529724
SAVHIG,-5.3459,-3.6072,1.7387,0.60644,-31.98,0.239034,1.168757
SAVHOM,-5.4823,-3.1824,2.2999,0.9152,-7.86,0.099959,1.209887
SAXSOZ,-3.9705,-0.0154,3.9551,4.04896,65.43,-0.066963,0.292417
SAYMIO,-5.9024,-3.8497,2.0527,11.36393,-40.25,0.193218,1.105641
SAYZAV,-4.0108,-3.1212,0.8896,5.17624,-36.98,0.165702,2.464271
SAZFOR,-3.15,-1.8287,1.3213,7.57768,18.68,-0.140639,1.402408
SCYSCR,-1.5231,1.8946,3.4177,11.6067,-36.99,0.205016,0.473908
SEBQAS,-12.2706,-9.0227,3.2479,0.7026,-36.17,0.151071,0.293222
SEDHOZ,-3.9705,-1.5197,2.4508,6.28158,-24.97,0.15117,0.699962
SEDREZ,-2.5412,-0.4233,2.1179,18.49114,72.59,0.115027,1.613062
SELSEI,-4.4476,-2.0494,2.3982,9.82429,-44.71,0.230219,1.0006
SEMCUK,-4.7672,-2.1017,2.6655,0.86672,31.07,-0.086784,1.023126
SEMROU,-4.7542,-3.2278,1.5264,10.6694,-17.06,0.133083,1.247454
SEPHOL,-4.5968,-1.0309,3.5659,5.16718,-41.39,0.280123,0.430084
SEPPUZ,-5.2009,-3.1896,2.0113,14.91124,-53.41,0.275612,0.982462
SESGUT,-14.1379,-10.5349,3.603,1.04074,-21.37,0.329312,0.258362
SEWBUR,-5.8684,-1.9154,3.953,6.77698,130.45,-0.008537,0.460775
SEWMAK,1.5343,4.8814,3.3471,0.36528,-14.48,0.192417,0.337469
SEZTUM,-3.9519,-2.0144,1.9375,4.80776,-55.26,0.205252,1.166311
SEZVAU,-4.4053,-2.1581,2.2472,0,-64.73,0.252315,0.95334
SEZVEY,1.7247,5.7974,4.0727,0.20363,-65.66,0.208222,0.577628
SIBLIZ,-9.1206,-5.5382,3.5824,3.947,33.85,0.11622,0.377743
SIBZAE,-6.0523,-2.693,3.3593,4.64495,-31.63,0.29432,0.466255
SICCAL,-8.966,-5.3543,3.6117,0,74.98,0.069273,0.648228
SICCUC,-12.0773,-9.2345,2.8428,0,-29.93,0.012888,0.28009
SICFAM,-5.4648,-1.0777,4.3871,8.4557,108.97,0.052937,0.304916
SICFEQ,-5.3446,-1.2545,4.0901,8.9887,106.18,0.044839,0.375502
SIFQAA,-4.6137,-0.2571,4.3566,3.36453,74.54,-0.148237,0.322119
SIHKEA,-8.095,-7.2377,0.8573,6.71611,37.69,0.184243,1.622819
SILCIZ,-4.92,-1.9301,2.9899,5.97737,24.48,0.066562,0.913452
SILWOA,-0.1956,1.662,1.8576,4.78284,-18.4,0.441701,1.122427
SILYOC,-6.1206,-2.709,3.4116,3.96259,128.62,0.043388,0.473644
SINDIC,-5.6589,-1.4457,4.2132,6.69835,-67.64,0.348947,0.355144
SINMIO,-8.5875,-5.3266,3.2609,14.36406,-24.11,0.241023,0.657937
SIPHAA,-4.4364,-1.4023,3.0341,6.56096,-35.86,-0.145357,0.839867
SIPLEI,-14.6045,-10.9279,3.6766,8.30219,58.54,0.187673,0.355893
SIQMEL,-4.6899,-0.2876,4.4023,0.10005,82.11,-0.043334,0.280262
SIQNAK,-4.8418,-2.2355,2.6063,1.3963,116.03,-0.094282,0.732563
SIQNEO,-5.1502,-2.5267,2.6235,4.47019,83.61,-0.063578,0.929419
SIQZOH,-3.9484,-1.5453,2.4031,3.18121,-50.71,0.269586,1.044864
SIRMIP,-5.3767,-2.1774,3.1993,5.43628,69.51,-0.006259,0.78465
SISNAK,-8.5896,-5.1224,3.4672,8.60052,-31.89,0.169525,0.433507
SITFEG,-4.4669,-2.7823,1.6846,20.75516,-23.86,0.078333,1.21731
SIVQEU,-4.4279,-3.1744,1.2535,11.17237,-20.07,0.170187,1.383722
SIXMES,-7.4296,-4.9465,2.4831,7.78676,-22.83,0.196657,0.89986
SIXMOC,-7.2685,-4.3417,2.9268,4.41246,-36.69,0.199339,0.492518
SIXRAV,-4.3369,-2.154,2.1829,6.33895,-22.59,0.254869,1.890775
SIXZAA,-4.5793,-2.3526,2.2267,9.73841,16.14,-0.097809,1.046707
SIYHOA,-5.1858,-2.1207,3.0651,10.20871,-31.83,0.132643,0.946144
SIZMUL,-3.6974,-3.4577,0.2397,28.78331,-38.58,0.215777,2.065893
SOBXAI,-5.0066,-2.7582,2.2484,9.81535,111.43,0.036765,0.89578
SOCMEC,-8.9503,-5.9055,3.0448,2.51375,105.02,-0.000327,0.557914
SOFGOK,-5.1266,-2.0349,3.0917,10.64821,36.31,0.007273,0.668104
SOFWIU,-15.7783,-11.0429,4.7354,0,-53.18,0.334973,0.113162
SOGFAY,-4.5356,-1.8983,2.6373,8.05784,31.34,-0.120428,0.907445
SOGFEC,-7.6478,-4.368,3.2798,7.74355,56.07,-0.144153,0.688659
SOGPIO,-13.116,-9.3775,3.7385,5.00154,71.31,0.100984,0.399028
SOHJIJ,-3.2053,-1.1078,2.0975,15.37042,-36.16,0.144574,1.222923
SOHKAC,-4.2219,-3.2432,0.9787,13.15885,-47.19,0.163649,1.804285
SOHKEG,-3.3464,-1.4815,1.8649,20.8519,-37.74,0.194597,1.339741
SOMTIY,-7.3637,-4.4623,2.9014,7.5618,-54.09,0.212699,0.621953
SOPCAB,-5.6167,-3.9055,1.7112,6.4518,25.09,0.060176,1.557034
SOQLOZ,-4.3163,-1.2754,3.0409,3.79438,44.98,-0.051089,0.92251
SOQLUF,-4.6451,-1.8876,2.7575,5.6098,-51.3,0.15296,1.058312
SOSVAX,-4.7483,-2.5028,2.2455,5.07448,24.08,-0.02281,1.393807
SOTLET,-5.0833,-3.7145,1.3688,3.69473,-56.85,0.206221,1.639665
SOWKIY,-4.767,-1.6727,3.0943,4.24931,85.38,-0.093862,0.683591
SOXJUK,-1.4753,1.7317,3.207,11.15832,-21.16,0.123366,0.546168
SOZYEL,-5.2314,-2.5038,2.7276,6.72428,92.14,0.049114,1.030625
SUBGOO,-1.8785,-0.2219,1.6566,12.2066,-69.59,0.151266,0.76052
SUBJIL,-5.404,-3.1941,2.2099,6.24052,46.34,0.147866,1.403789
SUBQAK,-5.2472,-2.8931,2.3541,10.04574,-65.78,0.210168,0.826981
SUFBUS,-6.0887,-2.7939,3.2948,20.69839,-17.54,0.288637,0.665908
SUFDEC,-5.404,-2.2269,3.1771,9.37477,-69.89,0.160096,0.969201
SUJVAW,-6.9719,-4.2141,2.7578,5.94964,-31.52,0.189927,0.650753
SUKQUK,-2.5052,1.4148,3.92,10.30688,68.82,0.142572,0.498411
SUKWUQ,-8.7888,-5.0791,3.7097,3.11215,65.82,0.076258,0.526679
SUPKIY,-9.4317,-7.3205,2.1112,0.77092,-40.81,0.379744,0.757047
SUSGEV,-4.0754,-1.8152,2.2602,4.68213,3.42,-0.001817,1.584166
SUTQAB,-5.4885,-3.5683,1.9202,9.92972,-20.37,0.355709,1.101811
SUVREI,-5.3653,-2.0357,3.3296,3.23848,-38.81,0.092529,0.40283
SUXTEL,-7.723,-5.4371,2.2859,9.85421,28.81,-0.006934,1.057455
TABNEP,-5.7553,-1.8674,3.8879,5.90341,143.36,-0.004567,0.350707
TACNAN,-5.4356,-1.0791,4.3565,4.84032,165.33,-0.042461,0.315905
TACSAU,-4.211,-1.6301,2.5809,14.05188,-60.78,0.096273,0.91623
TADFEJ,-5.2824,-1.6906,3.5918,17.82652,-23.15,0.221933,0.441449
TADSUQ,-8.6438,-4.697,3.9468,2.95675,85.06,0.009123,0.367693
TAFTAV,-10.8944,-7.4231,3.4713,1.02354,-46.33,0.239949,0.41338
TAGFIR,-0.8551,0.363,1.2181,0,35.46,-0.000855,1.272818
TAGFUD,-0.9764,0.2605,1.2369,0.00205,32.83,-0.019889,1.377519
TAGLES10,-4.2711,-0.3996,3.8715,0.404,79,-0.147238,0.501245
TAGZUA,-4.6404,-3.0386,1.6018,15.81804,-14,0.149448,1.040758
TAHYOQ,-1.7288,1.4587,3.1875,1.86466,120.71,-0.025122,0.718029
TAJXUX,0.2886,3.9782,3.6896,4.0015,97.7,-0.169465,0.446852
TAJXUZ,-4.9067,-1.5675,3.3392,8.83419,144.35,-0.062277,0.653125
TAJYAG,-4.2534,-1.3908,2.8626,9.27486,123.35,-0.049115,0.848416
TAKDEQ,-1.9555,1.0707,3.0262,7.26286,-57.1,0.354933,0.381294
TAKZAH,-5.5557,-2.8998,2.6559,10.74439,-13.06,0.244913,0.556503
TALMEZ,-1.2912,0.5029,1.7941,11.27318,9.13,0.053359,1.412929
TALYIO,-5.4362,-1.7022,3.734,3.66835,139.6,0.05806,0.359271
TAMZAJ,-7.6887,-3.1396,4.5491,4.6389,103.75,-0.155421,0.332836
TANLEA,-4.8638,-3.0823,1.7815,3.47985,13.36,-0.094864,1.726185
TANLOK,-4.9612,-3.1116,1.8496,1.70844,-13.01,0.013737,1.603934
TANLUQ,-4.9074,-3.083,1.8244,2.48096,16.08,-0.082438,1.763903
TAPGUM,-4.7958,-1.8832,2.9126,14.49782,-39.36,0.130734,0.618796
TAPZUI,-7.8689,-5.1315,2.7374,5.78632,-42.45,0.201642,0.583399
TAQZEQ,-8.3318,-4.4999,3.8319,5.71834,121.66,0.080673,0.372054
TARWIU,-5.0738,-2.4241,2.6497,10.18679,27.22,0.019679,0.78758
TAVHOO,-2.2202,-0.0893,2.1309,4.29289,-16.17,0.355389,0.990356
TAVWAP,-7.8152,-4.6845,3.1307,7.62374,-48.85,0.235275,0.444323
TAWNEK,-5.1203,-0.9814,4.1389,5.61674,149.18,-0.077446,0.441424
TCDYNI,-4.0298,-1.6365,2.3933,0.82087,-22.53,0.054844,0.343372
TDTCCO,-5.3258,-1.9849,3.3409,0.33717,51.17,-0.088182,0.941565
TEANIN,-12.6592,-8.467,4.1922,0.04143,-47.73,0.146424,0.123959
TEBKIW,-0.812,1.0542,1.8662,9.97953,-40.25,0.231913,1.266968
TEBKOC,-1.2404,0.6687,1.9091,9.14316,-25.6,0.244895,1.353394
TEBLAP,-1.26,0.7482,2.0082,12.04915,-34.77,0.290299,1.263718
TEBRUP,-4.2275,-1.6456,2.5819,7.31491,-27.62,0.275402,1.030821
TEBVIH,-11.8651,-7.6861,4.179,0.00184,-37.31,0.284225,0.108438
TECFIR,-3.9496,-1.1683,2.7813,4.97587,-46.5,0.283373,0.480348
TECRAW,-2.8661,-1.7435,1.1226,0.1956,39.19,-0.06811,1.351331
TEHGAQ,-8.5928,-6.2291,2.3637,3.69364,-45.47,0.377915,0.791843
TEHYOV,-5.1446,-2.8493,2.2953,12.86514,-18.59,0.126909,0.774982
TEPCUM,-4.7338,-2.3918,2.342,2.00E-05,22.24,-0.133133,1.597518
TEQPUA,-1.2561,1.4569,2.713,5.0673,-46.16,0.205388,0.708317
TEQQAH,-1.9588,1.3032,3.262,2.94672,13.48,0.130348,0.567952
TETFON,-8.5256,-5.7406,2.785,9.86817,-27.14,0.078968,0.372031
TEVLAK,-4.1039,-2.3227,1.7812,7.53432,-52.15,0.270613,0.841018
TEVXIC,-13.1499,-9.6164,3.5335,9.38132,64.47,0.039545,0.452922
TEVXUQ,-3.9093,-1.6361,2.2732,2.13951,35.61,-0.031879,0.98777
TEVYAX,-4.2896,-1.66,2.6296,2.46892,48.14,-0.079814,0.825228
TEXLIS,-5.1742,-3.3557,1.8185,8.12025,-20.73,0.262485,1.448939
TEZKIS,-11.1407,-8.7023,2.4384,3.99881,25.37,-0.126784,0.989035
TGLYCR,-6.2738,-2.0602,4.2136,15.81422,-45.47,0.338656,0.36143
THETCO,-5.4476,-2.6679,2.7797,1.00E-05,-12.96,0.111083,0.489288
THOCCR,-5.0609,-1.2178,3.8431,8.41232,127.49,-0.036635,0.412017
TIBKOH,-4.8713,-1.7005,3.1708,4.14882,23.15,0.009864,0.70849
TICJEX,-11.7935,-9.1622,2.6313,2.86715,-32.87,0.28555,0.710174
TICMAW,-3.6232,-0.9957,2.6275,4.41521,-31.79,0.246154,0.841018
TIDCAL,-4.2497,-1.9782,2.2715,9.11633,-26.33,0.164951,1.053567
TIGBIV,-12.7113,-10.3181,2.3932,5.89117,-16.01,0.326631,0.461514
TIGGEW,5.2726,9.5176,4.245,1.00E-05,-52.76,0.223859,0.362421
TIKYOC,-3.945,-3.5489,0.3961,20.1844,-41.07,0.256792,2.033517
TILSUD,-13.0098,-10.5019,2.5079,0.00019,15.43,0.155272,0.725045
TINTUG,-5.4202,-3.0738,2.3464,6.42473,26.61,0.042435,1.066531
TIQZIE,-5.2755,-3.6379,1.6376,8.23539,1.43,0.326928,1.869562
TIRDUU,-11.2749,-7.7237,3.5512,2.04029,-56.58,0.261517,0.258296
TIRKAG,-3.9693,-1.0976,2.8717,2.0122,59.59,-0.186846,0.821789
TIRKOU,-4.6964,-1.2815,3.4149,11.29635,48.43,-0.079407,0.421905
TITRAQ,-4.8954,-2.805,2.0904,2.66583,-5.54,0.281213,1.185409
TIVNUJ,-8.7051,-6.3683,2.3368,7.51704,-11.73,0.158694,0.552875
TIVZIJ,-5.309,-2.7033,2.6057,10.48676,37.44,-0.001768,0.784351
TIZJES,-3.8798,-2.2582,1.6216,22.01262,-65.83,0.142336,0.857089
TOBBAP,-4.363,-1.3352,3.0278,3.14496,42.82,-0.09122,0.533591
TOBWEO,-5.7223,-2.8225,2.8998,8.44069,-34.36,0.1724,0.839086
TOCSOV,-1.1446,1.0961,2.2407,0.28766,-21.69,0.266761,1.033302
TODDUL,-0.0241,3.8217,3.8458,1.00E-05,73.48,-0.019658,0.427177
TOHNEJ,-4.9219,-1.3062,3.6157,7.00219,114.05,0.021596,0.472954
TOKRAN,-4.5139,-0.486,4.0279,11.04212,-67.4,0.206893,0.26849
TOLBEB,-1.6312,0.6114,2.2426,4.7327,25.73,-0.139968,1.642133
TOLMEO,-3.9149,-2.4592,1.4557,24.75046,-45.95,0.322616,0.751563
TOLTET,-9.1343,-6.1139,3.0204,1.00E-05,43.33,-0.108355,0.948325
TOLZOK,-4.6731,-2.5208,2.1523,2.195,11.77,0.044722,1.383643
TOLZUQ,-4.8563,-2.5011,2.3552,7.93715,-25.77,0.147947,1.116549
TOPJEO,-10.8158,-8.5444,2.2714,5.83375,-57.73,0.211543,0.762241
TOPJUF,-4.0944,-2.4301,1.6643,13.89797,-51.65,0.19032,0.847236
TOPKAM,-4.5149,-2.8417,1.6732,18.89886,-56.86,0.260324,0.843219
TOTGOY,-5.429,-2.3073,3.1217,9.52118,-33.05,0.160719,0.398211
TOWCEN,-4.9024,-3.0359,1.8665,15.27705,-23.71,0.200791,0.756448
TOWFAM,-5.0702,-1.5177,3.5525,6.73298,134.86,0.016542,0.395612
TRENCM,-8.5001,-4.662,3.8381,11.33807,-54.34,0.32295,0.214261
TUDGII,-12.4414,-9.0094,3.432,5.502,-43,0.092508,0.192496
TUDJEH,-5.1183,-3.4925,1.6258,12.74367,-27.36,0.254781,1.092089
TUDJIL,-2.5315,1.5843,4.1158,1.00E-05,-21.54,0.308844,0.272262
TUJWIE,-7.8055,-5.1912,2.6143,7.58343,24.99,-0.085698,0.713692
TUKGUB,-4.7297,-2.6518,2.0779,6.27822,-16.49,0.028372,0.895718
TUMYUV,-4.541,-1.3259,3.2151,6.90568,-36.42,-0.06525,0.97747
TUPMAV,-4.8285,-1.9739,2.8546,3.14885,40.92,-0.012726,0.941948
TUSBOZ,-5.2125,-2.6834,2.5291,7.33976,-59.08,0.274481,0.756433
TUTJOH,-1.0478,2.1899,3.2377,10.84448,119.33,-0.051155,0.660072
TUTKEA,-8.4895,-5.8717,2.6178,7.2732,-38.86,0.139347,0.704956
TUTMAW,-5.4673,-2.033,3.4343,12.39183,-38.71,0.103294,0.394191
TUTMUS,-7.4643,-4.2463,3.218,6.07202,47.07,-0.09429,1.156158
TUTPAB,-4.9345,-1.3669,3.5676,4.51481,58.4,-0.067026,0.551809
UBEVOP,-4.6061,-2.3738,2.2323,3.42561,59.21,0.045404,1.186578
UBEXOQ,-10.5372,-8.1614,2.3758,0.01975,-50.35,0.243184,0.949362
UBICEP,-11.5011,-9.5337,1.9674,4.62878,54.18,0.050621,0.820204
UBODUK,-3.5319,-2.2737,1.2582,4.00753,-53.98,0.290134,1.437634
UBOFOG,-5.178,-2.8643,2.3137,4.24885,-53.09,0.349754,1.461314
UBOMEG,-4.0895,-1.6056,2.4839,15.55182,-37.69,0.087162,1.0074
UBUBAU,-5.4766,-3.4444,2.0322,13.56305,-14.35,0.324781,0.836783
UCECEL,-0.6539,0.8096,1.4635,6.35849,13.02,0.035383,1.406851
UCISAA,-5.3793,-1.8615,3.5178,0,-41.65,0.146102,0.359733
UCIVOT,-0.3237,1.9625,2.2862,1.35076,-37.02,0.446278,1.056802
UCIVUZ,-0.2438,2.0604,2.3042,1.47166,-39.81,0.446891,1.062268
UCIWOS,-5.7389,-3.6695,2.0694,12.65508,88.91,0.046327,0.783977
UCOJIF,-4.6797,-2.319,2.3607,2.27252,-6.59,0.170308,0.558597
UCOMEE,-21.3991,-16.7689,4.6302,0.29784,-23.42,0.615546,0.139684
UDUGUY,-4.1122,-1.2434,2.8688,3.10806,-58.91,0.169965,0.417704
UDUMEL,-7.181,-4.9326,2.2484,8.89466,-20.53,0.169103,1.313909
UDURUJ,-4.5587,-1.0186,3.5401,1.45268,-62.98,0.18971,0.435967
UDUSAQ,-4.3898,-0.8664,3.5234,1.0801,-64.7,0.179214,0.490553
UFAWOO,-5.9558,-1.7342,4.2216,16.10796,-22.25,0.261987,0.336749
UFOYOF,-1.9711,1.1171,3.0882,11.69196,-31.78,0.057916,0.891161
UFUVUP,-8.9096,-5.8099,3.0997,9.25439,-42.27,0.156011,0.622256
UGEKAT,-7.9552,-5.7961,2.1591,1.72836,-59.59,0.27693,0.841127
UGINOP,-4.4161,-2.1772,2.2389,9.45691,-59.2,0.223366,1.048113
UGODAW,-4.3981,-2.0812,2.3169,9.88546,30.71,-0.109188,1.028607
UGOLOT,-11.4167,-8.8674,2.5493,7.15641,34.49,0.173162,1.035986
UGUNUF,-5.8186,-2.1197,3.6989,1.91301,-44.28,0.076868,0.637648
UHEHAQ,-5.4609,-3.5152,1.9457,7.3949,-13.02,0.321193,1.198934
UHEPED,-11.3913,-8.5597,2.8316,2.64436,-58.28,0.272444,0.773395
UHIBAP,-5.0319,-2.7162,2.3157,7.00609,49.31,0.179443,1.214162
UHIZAM,-5.7769,-2.4862,3.2907,9.31106,-39.34,0.147597,0.457291
UHOXOE,-8.9063,-5.9699,2.9364,2.94851,-31.31,0.302956,0.583204
UJOLEK,-5.8496,-2.7451,3.1045,4.76346,52.49,0.058639,1.150336
UJUPAR,-8.6333,-5.2406,3.3927,6.57606,-25.08,0.173417,0.551055
UJUPOF,-7.7496,-5.4645,2.2851,4.64186,-43.62,0.215244,1.193279
UJUSOI,-4.6557,-2.3275,2.3282,9.93685,-27.59,0.112886,1.026015
ULANIF,-5.7822,-2.0104,3.7718,3.60974,137.34,0.048223,0.343488
ULAYUC,-9.7782,-5.5138,4.2644,0.21643,-42.59,0.275634,0.219885
ULEVIQ,-1.3651,0.776,2.1411,6.41157,3.81,0.07441,1.140494
ULITUH,-4.491,-3.4658,1.0252,6.13886,-36.57,0.203719,2.006537
ULONEP,-18.8878,-14.4583,4.4295,3.16963,64.71,0.20938,0.256397
ULOVEY,-4.3575,-2.2064,2.1511,8.22962,-52.94,0.148092,1.188599
ULOVUO,-4.9225,-2.6049,2.3176,10.13795,-35.18,0.14357,0.941031
ULOXUQ,-4.9335,-2.3729,2.5606,10.26166,-73.46,0.164357,0.800474
UMIPIP,-11.026,-7.4205,3.6055,8.03192,-46.22,0.298604,0.610547
UMIZUL,-4.9637,-2.1381,2.8256,8.10912,-13.19,0.140241,0.767912
UMUBAF,-8.4533,-5.637,2.8163,3.80203,35.08,-0.059926,0.842159
UMUJUK,-5.1975,-3.1149,2.0826,9.302,-17.3,0.034995,0.967238
UNEHIG,-6.9684,-4.8324,2.136,6.2306,-46.41,0.118723,1.190527
UNEREL,-4.2194,-0.3742,3.8452,1.13858,-67.13,0.070281,0.339188
UNILIN,-4.7206,-1.6259,3.0947,1.00E-05,32.96,-0.109942,0.618475
UNOFEJ,-5.1795,-1.9592,3.2203,0.99623,52.47,-0.121708,0.84086
UNOJIR,-4.7238,-1.8411,2.8827,1.00E-05,29.91,0.028715,0.740902
UNONOB,-4.3135,-2.3256,1.9879,5.37261,-63.1,0.263124,0.678171
UPIDIH,-8.4909,-4.5025,3.9884,5.70027,49.04,0.012364,0.310107
UPIFUV,-4.932,-3.4386,1.4934,10.0319,-33.42,0.242692,1.732486
UPIMAI,-4.2019,-1.9217,2.2802,7.66032,-39.81,0.183491,1.060053
UQAREK,-5.7474,-2.5479,3.1995,0,16.8,0.164344,0.626009
URIRUL,-5.0441,-2.4105,2.6336,1.00E-05,26.77,-0.138378,1.456788
URUKIC,-4.943,-0.7591,4.1839,5.363,58.81,-0.074325,0.353943
URUKUO,-5.0136,-1.2672,3.7464,2.94462,40.77,-0.001551,0.502502
USORUS,-7.5237,-4.8914,2.6323,10.93003,-41.79,0.102187,0.932101
UTASAM,1.9054,3.4043,1.4989,0.99899,-56.58,0.268119,1.505075
UTEMIR,-5.2076,-2.0194,3.1882,11.89602,38.93,-0.118736,0.582564
UTEMOX,-5.0306,-2.2416,2.789,11.77266,35.29,-0.120344,0.749471
UTODAK,-4.9116,-0.7356,4.176,6.77024,107.22,-0.013803,0.346642
UWIFOW,-8.8776,-5.0746,3.803,6.74616,-39.45,0.157933,0.187939
UWIPEW,-5.0137,-2.5685,2.4452,4.14274,-32.21,0.158277,0.775156
UWIPOG,-4.656,-2.0618,2.5942,5.20257,-24.56,0.139506,0.84853
UWUYER,-4.0553,-1.7122,2.3431,5.06048,-21.84,0.322298,1.445282
UXOBEQ,-5.8446,-2.8004,3.0442,1.61546,-38.54,0.195441,0.540179
UXOHAS02,-5.0391,-2.6389,2.4002,3.22879,-37.46,0.225669,0.858145
UYAHOS,-4.0611,-2.2634,1.7977,5.93625,-38.7,0.179031,1.301889
UYAKAI,-6.0864,-2.6654,3.421,11.03426,-21.42,0.343337,0.567481
UYIFUF02,-4.6285,-2.2111,2.4174,7.71031,-17.36,0.108498,0.748778
UZEVUR,-7.7957,-5.1716,2.6241,8.27106,-48.33,0.267182,1.045214
UZEXON,-3.4449,-0.7816,2.6633,3.87418,-18.86,0.024223,1.060762
UZEXUT,-4.3841,-1.6087,2.7754,1.5348,-25.29,0.067015,0.781555
UZEYEE,-5.0876,-1.7997,3.2879,2.88436,36.94,-0.017741,0.755632
VABFIQ,-5.1491,-2.6446,2.5045,22.62441,-43.77,0.326033,1.039683
VABKUE,-12.0233,-9.0706,2.9527,7.42384,68.98,0.048323,0.440708
VABTOH,-4.0616,-1.2768,2.7848,9.06323,-59.72,0.072782,0.499724
VADBOR,-4.8013,-0.6095,4.1918,3.87947,140.93,-0.008382,0.334272
VADLUH,-5.1289,-1.7698,3.3591,0.19034,50.91,-0.046273,0.545414
VAFDIR,-4.6025,-3.0124,1.5901,9.26921,-19.7,0.284427,0.867729
VAFHAM,-5.8955,-2.1213,3.7742,10.47987,58.47,-0.115017,0.569537
VAGCAH,-8.3451,-6.8037,1.5414,7.36792,-51.01,0.342351,1.332383
VAHGES,-6.9222,-4.737,2.1852,6.12222,-35.94,0.209547,1.100013
VAHGOC,-8.0338,-5.0738,2.96,7.88759,-15.24,0.141762,0.718244
VAKYOX,-10.8437,-8.6057,2.238,3.36688,-36.13,0.277041,1.374065
VAMNAY,-4.3499,-1.1142,3.2357,1.07713,-65.09,0.272924,0.561824
VAPCAR,-4.8813,-2.6713,2.21,10.59779,-22.1,0.164411,0.961291
VAPFEY,-4.8941,-2.6238,2.2703,10.50841,-21.02,0.162035,0.869397
VAQFAU,-3.6132,-2.1629,1.4503,2.00E-05,-61.72,0.153375,1.170154
VARVIU,-17.5931,-13.5669,4.0262,2.38974,69.89,0.105588,0.382762
VAVDOM,-8.2957,-4.951,3.3447,8.91889,-60.82,0.265461,0.401174
VAWNIQ,-5.3978,-2.9524,2.4454,5.04329,-58.59,0.351941,0.807848
VAYWEY,-4.7508,-0.0531,4.6977,13.51751,-82.89,0.258966,0.215852
VEBKAQ,-5.1714,-2.2507,2.9207,9.35212,-31,0.109858,0.829395
VECTUU,-5.407,-2.7477,2.6593,9.98192,-30.2,0.11416,0.80307
VEDXOS,-4.683,-1.8256,2.8574,10.30728,-23.92,0.144374,0.738432
VEGCEQ,-8.9916,-6.2567,2.7349,4.65342,34.42,0.197663,0.629269
VEHDOC,-4.8059,-2.3188,2.4871,5.45659,23.72,-0.078353,0.949542
VEKNAA,-1.3564,1.4653,2.8217,4.18128,-45.55,0.085533,0.649133
VEKNEE,-1.7451,1.0397,2.7848,4.50147,-22.73,0.059143,0.601837
VEKNOO,0.7471,3.3026,2.5555,6.3117,-5.17,0.07214,1.131971
VEKNUU,-5.577,-3.6991,1.8779,0.29733,-8.03,0.194714,0.903784
VEMYOB,-7.0775,-4.21,2.8675,8.46643,-48.08,0.344188,0.38286
VENGUS,-5.1247,-3.2902,1.8345,11.09532,-17.45,0.396873,1.230677
VENJOO,-5.4669,-2.9097,2.5572,10.36191,-27.76,0.178617,0.842677
VENTAL,-4.3513,-2.5205,1.8308,5.28265,-14.3,0.176101,1.115501
VESZUP,-4.6912,-1.5641,3.1271,0.85157,49.95,-0.151622,1.260046
VEVWEY,-1.4647,1.7607,3.2254,3.94995,-64.07,0.249354,0.466887
VEWDIN,-5.1489,-3.0755,2.0734,8.43284,22.55,0.071758,1.209016
VEWKIU,-5.7835,-2.5415,3.242,9.40914,-37.48,0.151946,0.484118
VEWQUK,-5.1269,-3.3309,1.796,6.70375,-10.66,0.24288,1.607133
VEWVEZ,-4.3245,-2.6561,1.6684,34.21498,-23.11,0.136096,1.493988
VEXLIU,-4.841,-2.3981,2.4429,5.47041,29.93,0.1457,1.088
VEXWON,-9.6322,-6.6211,3.0111,0,-31.9,0.392074,0.587391
VEXXIH,-5.6234,-3.0131,2.6103,10.02479,-39.47,0.126532,0.747042
VEYTAW,-0.7723,2.7151,3.4874,0.2753,-71.94,0.237216,0.474117
VEYTAX,-4.9101,-1.9132,2.9969,7.68688,20.67,0.053178,0.600543
VEYTEB,-4.8401,-1.8341,3.006,6.79491,29.75,-0.004934,0.705877
VEYWOO,-4.1708,-2.3601,1.8107,9.96814,-38.4,0.141595,1.434941
VEYXOP,-3.4551,-1.1291,2.326,4.29916,-30.03,-0.055901,1.1351
VIBPOM,-8.2817,-4.6885,3.5932,1.01594,45.98,-0.096517,0.609582
VIBRIK,-4.6749,-1.8073,2.8676,9.20669,-52.83,0.17961,0.515111
VIBWUZ,-4.7037,-2.1415,2.5622,2.82487,23.84,-0.083356,1.12939
VIDMIH,-8.3151,-4.8959,3.4192,6.25548,85.19,0.060027,0.509374
VIFKED,-5.0494,-3.3247,1.7247,10.11322,6.23,0.110634,1.777051
VIFWUD,-3.9599,-2.2048,1.7551,13.84276,-51.49,0.162024,0.583165
VIGLOP,-4.5047,-2.1704,2.3343,11.28884,38.51,-0.057257,0.990155
