refcode,total_charge,multiplicity,n_atoms,n_elecs,HOMO,LUMO,gap,dipole_moment_Debye,Dispersion_E,Metal_q,Polarizability
GODCOU,0,1,42,318,-0.21394,-0.11582,0.09812,10.5089,-0.101976,0.91687,358.956534
GODCUA,0,1,55,372,-0.20502,-0.12598,0.07904,10.0916,-0.125375,0.92893,439.467787
GOJCUG,0,1,79,346,-0.15369,-0.0907,0.06299,10.1394,-0.134749,0.73907,486.422898
GONGIC,0,1,153,580,-0.17521,-0.10447,0.07074,6.8547,-0.263185,0.74071,823.036151
GONHAS,0,1,83,372,-0.17396,-0.10944,0.06452,10.9133,-0.160588,0.7669,533.326308
GONHEW,0,1,79,358,-0.17618,-0.1084,0.06778,10.5277,-0.15427,0.77228,510.724336
GOPBUL,0,1,70,330,-0.18674,-0.09449,0.09225,13.0889,-0.135203,0.94167,450.473556
GOQHID,0,1,36,256,-0.18966,-0.11407,0.07559,9.6743,-0.077034,-0.7888,291.260781
GORFUQ,0,1,40,232,-0.18137,-0.09531,0.08606,10.4757,-0.07968,1.24052,258.215277
GORJOO,0,1,59,324,-0.20839,-0.11198,0.09641,9.1848,-0.130476,1.25151,387.75825
GORNUY,0,1,105,452,-0.19969,-0.08645,0.11324,11.247,-0.23715,0.47825,619.285383
GOSGOK,0,1,55,256,-0.19097,-0.12911,0.06186,15.2887,-0.106165,0.25323,351.000645
GOSHAX,0,1,23,192,-0.23908,-0.18171,0.05737,1.1343,-0.041992,0.22558,187.568501
GOSHEB,0,1,63,328,-0.18264,-0.13022,0.05242,16.0508,-0.101947,0.27882,370.391163
GOSHIF,0,1,39,248,-0.21569,-0.16149,0.0542,9.2841,-0.070353,0.23917,277.145386
GOWQOY,0,1,37,182,-0.20159,-0.0638,0.13779,6.8946,-0.059013,1.16351,216.400643
GOWQUE,0,1,25,154,-0.21929,-0.08043,0.13886,9.8082,-0.046043,0.94014,181.788199
GOWRAL,0,1,53,250,-0.17145,-0.07194,0.09951,8.2774,-0.113276,0.91553,345.47369
GOWRIT,0,1,48,230,-0.18504,-0.05556,0.12948,4.4211,-0.089562,1.16654,284.239501
GOWROZ,0,1,36,202,-0.19889,-0.06727,0.13162,8.0838,-0.073051,0.94975,248.749064
GOXYEZ,0,1,67,344,-0.17251,-0.0828,0.08971,2.7246,-0.146333,0.45547,427.871024
GOYCOM,0,1,109,472,-0.16491,-0.04503,0.11988,4.3719,-0.280235,-0.83756,684.842789
GOYCUS,0,1,106,468,-0.16996,-0.04553,0.12443,4.5572,-0.276992,-0.83206,680.887918
GOYDAZ,0,1,114,490,-0.16243,-0.0443,0.11813,4.2744,-0.296685,-0.82853,719.706222
GOYLIP,0,1,61,258,-0.22824,-0.10478,0.12346,9.3147,-0.113375,0.92289,321.568511
GOYTAR,0,1,49,270,-0.18327,-0.0686,0.11467,2.6642,-0.095013,0.21534,308.934066
GUDCEN,0,1,31,216,-0.18784,-0.08289,0.10495,4.9051,-0.062166,0.42951,230.382501
GUFKID,0,1,40,256,-0.19974,-0.08556,0.11418,3.931,-0.080998,0.23954,272.291423
GUFRUU,0,1,106,460,-0.16605,-0.04848,0.11757,5.9797,-0.253692,-0.84575,673.565616
GUFSAB,0,1,94,420,-0.16128,-0.04927,0.11201,5.7811,-0.232739,-0.84663,611.769291
GUFTEG,0,1,104,484,-0.19197,-0.12164,0.07033,11.6103,-0.288329,-0.81469,689.878704
GUGJOJ,0,1,77,366,-0.1942,-0.05834,0.13586,4.5206,-0.152885,0.45827,452.568113
GUKHUR,0,1,78,344,-0.19402,-0.06942,0.1246,8.38,-0.156437,0.12374,405.109403
GULRAI,0,1,74,362,-0.18072,-0.07367,0.10705,7.2321,-0.160764,-0.46372,449.497511
GUMWUH,1,1,51,276,-0.2503,-0.21414,0.03616,4.4118,-0.091412,0.60426,325.205491
GUPGEF,0,1,101,506,-0.16325,-0.0891,0.07415,3.8724,-0.231708,0.65088,645.045909
GURKOU,0,1,75,410,-0.21094,-0.0957,0.11524,0.0006,-0.169053,0.68666,506.135463
GURKUA,0,1,75,446,-0.21739,-0.09591,0.12148,0.0031,-0.171281,0.58962,519.272033
GUSRIW,0,1,106,514,-0.18604,-0.05361,0.13243,5.9403,-0.301894,0.21764,753.404846
GUSXOH,0,1,34,236,-0.19564,-0.10243,0.09321,10.5855,-0.066064,-1.17139,260.250546
GUSXUN,0,1,41,278,-0.19792,-0.08723,0.11069,3.7364,-0.081187,-0.9315,316.32619
GUTNEO,1,1,72,312,-0.26506,-0.19509,0.06997,3.3192,-0.149248,0.10909,371.078158
GUWNIX,0,1,99,372,-0.17534,-0.07759,0.09775,0.0655,-0.202325,1.10848,528.567342
GUWNOD,0,1,123,436,-0.16935,-0.07322,0.09613,0.084,-0.242053,1.1018,621.636552
GUWNUJ,0,1,76,286,-0.18265,-0.08438,0.09827,1.2314,-0.129304,1.18249,388.406557
GUZKER,0,1,25,186,-0.23648,-0.1308,0.10568,15.9056,-0.046649,0.3197,187.021086
GUZPUN,0,1,91,382,-0.17967,-0.09196,0.08771,3.0046,-0.181635,0.79299,546.526715
HABFEX,0,1,74,352,-0.18296,-0.08755,0.09541,4.6071,-0.134891,0.54626,431.95281
HABGOJ,0,1,69,352,-0.16387,-0.07569,0.08818,5.2182,-0.150976,0.36385,437.557202
HABGUP,1,1,70,352,-0.27638,-0.20711,0.06927,8.4558,-0.149248,0.35996,435.272835
HACCIZ,0,1,61,284,-0.19191,-0.15148,0.04043,14.0163,-0.09872,0.84908,346.025238
HACDAS,0,1,141,494,-0.17395,-0.07855,0.0954,0.0768,-0.249011,1.26473,705.108301
HACDIA,0,1,141,526,-0.18309,-0.08703,0.09606,0.0004,-0.252361,1.26712,706.528015
HACDOG,0,1,141,574,-0.18836,-0.09537,0.09299,0.0003,-0.253918,1.27259,711.419296
HACDUM,0,1,157,558,-0.17169,-0.07613,0.09556,0.0009,-0.271893,1.26439,770.928419
HACFEY,0,1,157,554,-0.17273,-0.07731,0.09542,0.0006,-0.277964,1.26392,783.063224
HACFID,1,1,74,406,-0.29267,-0.2072,0.08547,11.9595,-0.174156,0.37724,477.99291
HACFUP,0,1,70,398,-0.18704,-0.0891,0.09794,4.7305,-0.164529,0.39972,467.845806
HAFXIY,0,1,38,236,-0.18552,-0.09655,0.08897,14.2269,-0.060648,0.32955,237.341398
HAHPAI,0,1,139,626,-0.12286,-0.11971,0.00315,0.201,-0.307926,-0.18193,834.963198
HAHPEM,0,1,139,626,-0.12155,-0.11881,0.00274,0.9452,-0.301701,-0.17547,834.79369
HAHROX,0,1,36,234,-0.19887,-0.09562,0.10325,12.5219,-0.063252,0.20419,247.156915
HAKHEG,0,1,29,208,-0.21284,-0.08924,0.1236,13.7049,-0.059742,0.14124,203.511782
HAKHIK,0,1,37,234,-0.20951,-0.08214,0.12737,9.7628,-0.066785,0.17086,232.143002
HALTIX,0,1,77,350,-0.18106,-0.09153,0.08953,0.0008,-0.158731,1.26443,504.405733
HALVAR,0,1,77,350,-0.18108,-0.09153,0.08955,0.0018,-0.158718,1.26439,504.406721
HALVEV,0,1,77,350,-0.18107,-0.09154,0.08953,0.0001,-0.158726,1.2644,504.405775
HALVIZ,0,1,77,350,-0.18112,-0.09154,0.08958,0.0005,-0.158706,1.26429,504.406121
HALVUL,0,1,77,350,-0.18098,-0.09164,0.08934,0.0002,-0.158754,1.26459,504.405743
HALWIA,0,1,77,350,-0.18104,-0.09154,0.0895,0.0007,-0.158736,1.26445,504.405583
HAMBOM,0,1,77,350,-0.18227,-0.09131,0.09096,0.0,-0.158277,1.26257,504.420032
HAMBUS,0,1,77,350,-0.18104,-0.09155,0.08949,0.0012,-0.158735,1.26445,504.40536
HAMCAZ,0,1,77,350,-0.181,-0.09158,0.08942,0.0021,-0.15875,1.26455,504.405152
HAMCED,0,1,77,350,-0.18109,-0.09153,0.08956,0.0004,-0.158718,1.26438,504.406264
HAMCON,0,1,77,350,-0.18103,-0.09154,0.08949,0.0,-0.158738,1.26445,504.404853
HAMCUT,0,1,77,350,-0.18109,-0.0915,0.08959,0.0001,-0.158715,1.26435,504.406166
HAMDEE,0,1,77,350,-0.18102,-0.09158,0.08944,0.0002,-0.158746,1.2645,504.404959
HAMDUU,0,1,77,350,-0.18103,-0.09157,0.08946,0.0003,-0.158743,1.2645,504.405307
HAMFEG,0,1,77,350,-0.18101,-0.09158,0.08943,0.0001,-0.158748,1.2645,504.404749
HAMFIK,0,1,77,350,-0.18103,-0.09155,0.08948,0.0003,-0.158745,1.26446,504.404533
HAMGAD,0,1,77,350,-0.18104,-0.09154,0.0895,0.0007,-0.158741,1.26443,504.404503
HAMGEH,0,1,77,350,-0.18115,-0.09155,0.0896,0.0006,-0.158692,1.26424,504.407137
HAMGIL,0,1,77,350,-0.18108,-0.09153,0.08955,0.0002,-0.158725,1.26439,504.406032
HAMHUY,0,1,77,350,-0.18106,-0.09154,0.08952,0.0005,-0.158729,1.26442,504.405838
HAMJEK,0,1,77,350,-0.18111,-0.09153,0.08958,0.0001,-0.158709,1.26434,504.406566
HAMJOU,0,1,75,348,-0.17134,-0.16747,0.00387,0.1181,-0.156986,1.26491,499.544792
HAMKAH,0,1,77,350,-0.18106,-0.09155,0.08951,0.0001,-0.158728,1.26441,504.405724
HAMKEL,0,1,77,350,-0.18101,-0.09156,0.08945,0.0001,-0.158746,1.26451,504.405164
HAMKOV,0,1,77,350,-0.18078,-0.0916,0.08918,0.0202,-0.158777,1.26439,504.404561
HAMKUB,0,1,77,350,-0.18103,-0.09155,0.08948,0.0002,-0.158741,1.26449,504.405234
HAMLEM,0,1,77,350,-0.18105,-0.09153,0.08952,0.0006,-0.158734,1.26442,504.405174
HAMMOX,0,1,77,350,-0.18102,-0.09156,0.08946,0.0003,-0.158746,1.2645,504.404988
HAPSOJ,0,1,58,320,-0.20977,-0.08998,0.11979,7.58,-0.100169,0.60026,327.364741
HAQHOW,1,1,143,616,-0.26232,-0.20332,0.059,4.7284,-0.41119,-1.50676,922.321407
HARKOC,0,1,32,214,-0.21251,-0.06332,0.14919,8.5109,-0.056034,0.17461,218.013046
HASLAQ,0,1,28,226,-0.17885,-0.17197,0.00688,32.6007,-0.050486,0.91029,220.56037
HASMEW,1,1,41,272,-0.32633,-0.2312,0.09513,3.6713,-0.081268,0.55228,287.53992
HATLAR,1,1,93,338,-0.30883,-0.12694,0.18189,16.7704,-0.125207,0.43259,429.766219
HAVBOW,0,1,51,248,-0.18238,-0.05964,0.12274,4.8064,-0.093076,1.182,331.24574
HAVBUC,0,1,55,264,-0.17019,-0.04331,0.12688,1.8208,-0.099031,1.18156,349.27031
HAVFIV,-1,1,42,280,-0.06432,0.01141,0.07573,8.6408,-0.083057,-0.76816,323.307164
HAVFOB,0,1,75,400,-0.19687,-0.09881,0.09806,4.7969,-0.181462,-0.94325,523.45811
HAVFUH,0,1,69,370,-0.19565,-0.09439,0.10126,6.3944,-0.169332,-0.93187,493.769317
HAVGAO,0,1,73,386,-0.1931,-0.0904,0.1027,6.045,-0.175425,-0.93888,510.263901
HAVGES,0,1,78,394,-0.19286,-0.09118,0.10168,5.758,-0.18745,-0.94481,528.446682
HAVGIW,0,1,91,458,-0.18394,-0.09183,0.09211,6.7405,-0.217086,-0.93748,628.411116
HAVGOC,0,1,81,376,-0.20271,-0.10237,0.10034,4.6158,-0.158909,-0.95529,475.271523
HAVGUI,0,1,107,524,-0.17923,-0.08899,0.09024,2.3695,-0.27727,-1.00761,727.281399
HAVHAP,0,1,101,494,-0.17717,-0.08389,0.09328,3.7219,-0.269414,-1.01014,697.640621
HAVHET,0,1,105,510,-0.17555,-0.08138,0.09417,4.5146,-0.274505,-1.00922,714.096772
HAVHOD,0,1,123,582,-0.17545,-0.08366,0.09179,4.5378,-0.315939,-1.00905,832.239621
HAVHUJ,0,1,113,500,-0.17672,-0.0925,0.08422,3.4848,-0.256004,-1.01423,679.038478
HAVNOK,0,1,82,364,-0.19329,-0.07334,0.11995,6.5912,-0.118743,0.58067,431.823172
HAVNUQ,0,1,86,380,-0.18152,-0.07122,0.1103,2.1389,-0.130692,0.57108,458.25009
HAVPEC,1,1,73,366,-0.28057,-0.17133,0.10924,7.8004,-0.168648,0.11138,473.355004
HAVPIG,1,1,76,378,-0.30218,-0.17412,0.12806,10.5923,-0.172084,0.11682,474.698477
HAVTOQ,0,1,31,250,-0.19239,-0.09139,0.101,2.5846,-0.065651,0.43387,249.160241
HAWFOC,1,1,83,372,-0.28173,-0.18947,0.09226,1.6956,-0.192427,0.29101,543.914053
HAWTEG,0,1,23,212,-0.1678,-0.09507,0.07273,8.4599,-0.054022,0.39448,233.090485
HAXFAQ,1,1,79,314,-0.27709,-0.15331,0.12378,4.814,-0.162343,0.53512,453.508798
HAXFEU,1,1,80,324,-0.26843,-0.14433,0.1241,5.5114,-0.163391,0.47267,476.552044
HAXFOE,0,1,102,432,-0.1686,-0.08802,0.08058,10.4933,-0.205646,0.20339,551.622371
HAXQUT,0,1,109,470,-0.17117,-0.08487,0.0863,0.0009,-0.20114,1.26353,660.307834
HAYNAX,1,1,31,216,-0.33574,-0.23696,0.09878,8.0056,-0.061635,0.55549,223.943471
HAYYEL,0,1,49,288,-0.18704,-0.10293,0.08411,16.5635,-0.086201,0.33499,293.125071
HAZFAR,0,1,52,274,-0.21058,-0.07209,0.13849,7.5415,-0.092287,0.17931,309.325991
HAZHOH,0,1,52,276,-0.20108,-0.09846,0.10262,7.5666,-0.110788,0.21009,367.121633
HECMUA,0,1,76,392,-0.15073,-0.08874,0.06199,9.2675,-0.198985,0.28766,537.383719
HECXES,1,1,43,268,-0.33448,-0.23125,0.10323,7.3328,-0.092551,0.81333,303.294488
HEDKAF,1,1,95,414,-0.27526,-0.17932,0.09594,5.1757,-0.233044,0.28785,609.731105
HEDYAT,1,1,95,414,-0.27449,-0.17816,0.09633,5.0914,-0.234107,0.29627,609.735807
HEHGIN,0,1,31,216,-0.21296,-0.04148,0.17148,9.2453,-0.050669,0.17125,210.143201
HEHGOT,0,1,33,250,-0.2239,-0.09714,0.12676,10.3747,-0.07264,0.43316,239.292398
HELMAP,1,1,53,250,-0.27031,-0.18872,0.08159,5.6497,-0.105041,-0.10235,328.45395
HELPAS,1,1,71,326,-0.26898,-0.20442,0.06456,3.7571,-0.129705,-0.09929,411.238823
HENZEI,0,1,86,438,-0.2042,-0.08906,0.11514,0.8571,-0.206521,-0.11911,596.44649
HEQCIS,0,1,59,304,-0.15177,-0.0958,0.05597,8.7495,-0.138266,0.30074,409.816809
HEQPEY,1,1,115,536,-0.28323,-0.19795,0.08528,4.443,-0.310317,0.30246,778.708789
HERVIM,0,1,85,392,-0.17189,-0.08183,0.09006,1.5629,-0.177018,0.48218,497.921735
HERXOS,0,1,53,282,-0.18737,-0.08851,0.09886,5.3348,-0.086297,0.57642,325.8817
HERYAF,0,1,63,306,-0.17749,-0.08044,0.09705,9.039,-0.101551,0.57213,365.363187
HERYEJ,0,1,51,288,-0.19856,-0.12321,0.07535,3.8356,-0.085913,0.58903,323.272241
HETCUE,0,1,133,550,-0.17726,-0.08461,0.09265,0.0468,-0.256406,1.2714,703.191346
HETDAL,0,1,73,284,-0.17321,-0.08558,0.08763,0.0927,-0.134466,0.71187,398.51144
HEWDAO,0,1,85,316,-0.16996,-0.07992,0.09004,0.31,-0.154286,0.7216,444.580149
HEXNOP,0,1,44,286,-0.2095,-0.11707,0.09243,9.4125,-0.09449,-0.64985,337.60973
HEXNUV,1,1,57,318,-0.32335,-0.21706,0.10629,9.2836,-0.110095,-0.63482,381.612414
HEYZUI,0,1,57,300,-0.18569,-0.0424,0.14329,3.4294,-0.114437,0.15933,350.616687
HIBPEP,0,1,70,348,-0.16664,-0.06667,0.09997,3.061,-0.153711,0.43493,427.524858
HICLAG,0,1,148,664,-0.19414,-0.10458,0.08956,2.4174,-0.378368,0.79857,891.181026
HICMEN,0,1,65,302,-0.1552,-0.0398,0.1154,0.146,-0.122235,-0.41663,378.056723
HIDFOR,0,1,61,348,-0.17819,-0.07504,0.10315,2.0715,-0.136089,0.46719,422.305705
HIDKUB,0,1,149,604,-0.19178,-0.06448,0.1273,0.0144,-0.315812,-0.21093,797.449624
HIDLAI,0,1,137,652,-0.18441,-0.06306,0.12135,0.009,-0.34855,-0.17454,893.897826
HIFJAJ,0,1,89,480,-0.20076,-0.11132,0.08944,5.6125,-0.174781,1.15046,558.640586
HIGPUK,0,1,63,348,-0.1737,-0.08599,0.08771,2.3777,-0.144746,0.2839,433.852808
HIGQOF,1,1,95,472,-0.27966,-0.22048,0.05918,6.9876,-0.226925,0.39448,599.887918
HIHPAR,0,1,127,460,-0.17466,-0.07137,0.10329,0.0201,-0.169545,0.66517,583.410022
HIHPEV,0,1,115,428,-0.17448,-0.07101,0.10347,0.0005,-0.158132,0.65969,536.728092
HIJHAL,0,1,91,466,-0.15403,-0.05593,0.0981,6.5748,-0.244673,-0.12002,635.834603
HIJHEP,0,1,91,434,-0.14588,-0.05805,0.08783,8.3854,-0.233347,0.1558,636.756411
HIJHIT,0,1,91,416,-0.14656,-0.05377,0.09279,6.5779,-0.242083,-0.10776,631.565529
HIJPAT,1,1,99,446,-0.30458,-0.14397,0.16061,0.0008,-0.20786,0.45201,604.956402
HIJQUP,1,1,113,462,-0.26912,-0.17613,0.09299,5.5331,-0.285212,0.39384,678.787462
HIMFEP,0,1,133,634,-0.1806,-0.0623,0.1183,7.9906,-0.273682,-0.15069,878.872877
HIMGAO,0,1,92,698,-0.20699,-0.10624,0.10075,4.3099,-0.172556,-1.13064,667.741032
HIPXEK,0,1,44,264,-0.19084,-0.0998,0.09104,9.9738,-0.088598,0.39137,304.774482
HIQBEO,0,1,55,280,-0.20401,-0.10874,0.09527,7.2625,-0.11032,1.18533,351.413391
HIQBIS,0,1,59,268,-0.18446,-0.07554,0.10892,4.9258,-0.102578,1.17334,356.410903
HIQDAO,0,1,97,460,-0.16876,-0.10554,0.06322,12.6424,-0.259355,-1.1687,636.771923
HIRMON,0,1,74,376,-0.18263,-0.07521,0.10742,0.9531,-0.166471,0.16341,499.573498
HIRWOU,1,1,73,356,-0.26107,-0.1832,0.07787,5.6011,-0.169991,-0.3168,498.595856
HISLOM,1,1,73,398,-0.29845,-0.20266,0.09579,10.7158,-0.16608,0.36027,453.44815
HITGAU,0,1,60,304,-0.17182,-0.09667,0.07515,9.92,-0.11163,0.44483,370.569877
HITGIC,0,1,60,304,-0.17175,-0.09668,0.07507,9.9254,-0.111628,0.44476,370.569986
HIVPOS,0,1,32,202,-0.19626,-0.10839,0.08787,8.5881,-0.065733,0.91434,242.723664
HIVVAL,0,1,79,434,-0.20738,-0.10339,0.10399,6.0079,-0.187922,0.77577,494.210102
HIVZAQ,0,1,77,372,-0.19016,-0.09602,0.09414,0.0017,-0.134649,0.65298,452.755597
HIWJED,0,1,43,286,-0.21709,-0.03817,0.17892,6.0132,-0.066695,0.78552,293.784129
HIWJIH,0,1,83,418,-0.19745,-0.02598,0.17147,0.0018,-0.156656,0.79446,493.801101
HIWJON,0,1,43,286,-0.2129,-0.04149,0.17141,6.0473,-0.077155,0.7535,293.770402
HIXLOS,-1,1,27,200,-0.09352,0.03492,0.12844,15.408,-0.050921,0.08738,205.221497
HOBGIO,0,1,77,338,-0.18231,-0.08976,0.09255,2.7426,-0.148282,1.2656,463.801274
HOCMET,0,1,57,318,-0.19593,-0.07979,0.11614,5.089,-0.127018,0.27555,391.564593
HOGJAO,0,1,119,430,-0.15434,-0.10627,0.04807,0.6906,-0.236042,0.62541,617.328014
HOGNAU,0,1,79,384,-0.20396,-0.10224,0.10172,6.1863,-0.186948,0.95121,486.687286
HOHKOF,0,1,81,390,-0.17135,-0.08934,0.08201,0.3924,-0.182487,0.64762,550.872305
HOHKUL,0,1,221,902,-0.16996,-0.0908,0.07916,0.1446,-0.397475,0.64658,1193.323462
HOHMUP,0,1,63,350,-0.15538,-0.1211,0.03428,11.1366,-0.131035,-0.06901,454.079957
HOHQEB,1,1,48,246,-0.27876,-0.1929,0.08586,4.8639,-0.099793,-0.00572,310.924194
HOHQUT,0,1,59,306,-0.16845,-0.12438,0.04407,13.1998,-0.113768,-0.06483,396.771971
HOJDOZ,0,1,77,392,-0.19183,-0.10881,0.08302,11.4048,-0.144982,0.35287,469.717457
HOKJAU,0,1,39,252,-0.21286,-0.05781,0.15505,6.4046,-0.082494,0.14533,247.416737
HOKLUQ,0,1,32,272,-0.19653,-0.12228,0.07425,6.9834,-0.070204,-0.7823,304.057191
HONNAB,0,1,85,408,-0.15555,-0.11008,0.04547,15.8488,-0.156152,0.71618,468.851127
HONWAK,0,1,86,426,-0.16313,-0.09545,0.06768,8.534,-0.224956,0.16983,595.721806
HORJAB,0,1,99,480,-0.17892,-0.098,0.08092,3.3205,-0.190356,0.47612,625.156741
HOVPEP,0,1,133,548,-0.19095,-0.08173,0.10922,3.3193,-0.283843,0.18799,708.537333
HOWVEV,0,1,29,214,-0.17875,-0.1171,0.06165,14.6728,-0.056584,0.62867,213.929574
HOWVIZ,0,1,27,202,-0.17957,-0.11985,0.05972,14.3184,-0.049915,0.6339,196.569803
HOWWAS,0,1,43,276,-0.20659,-0.11316,0.09343,11.2477,-0.088072,1.0393,276.034162
HOWWEW,0,1,43,266,-0.20246,-0.10008,0.10238,0.0057,-0.084293,1.02133,263.435691
HUBCUD,0,1,46,280,-0.20512,-0.10353,0.10159,9.0274,-0.08998,0.72205,306.102288
HUBDAK,0,1,52,296,-0.20558,-0.10099,0.10459,8.9881,-0.103611,0.7047,329.178672
HUBDEO,0,1,82,376,-0.2063,-0.10175,0.10455,8.8429,-0.166285,0.70465,445.738314
HUBDIS,0,1,58,312,-0.20412,-0.10175,0.10237,9.6552,-0.117283,0.71679,352.367642
HUBDOY,0,1,52,296,-0.20163,-0.09969,0.10194,8.0446,-0.09828,0.69113,329.100203
HUBDUE,0,1,64,328,-0.19808,-0.09986,0.09822,9.026,-0.125225,0.71726,375.441291
HUFPEF,0,1,58,322,-0.19914,-0.10522,0.09392,4.0216,-0.10555,0.1574,351.966318
HUJGOK,0,1,45,292,-0.17178,-0.12207,0.04971,9.1258,-0.084858,0.21379,317.73363
HUJZOD,0,1,61,298,-0.17314,-0.0616,0.11154,2.3443,-0.107994,0.61258,331.201997
HULSAI,1,1,85,430,-0.24525,-0.18517,0.06008,10.0564,-0.229949,-0.2016,598.840445
HUMCOJ,0,1,32,192,-0.20783,-0.0983,0.10953,13.7728,-0.067397,0.90821,227.675494
HUPDOL,0,1,125,636,-0.19418,-0.10655,0.08763,0.0026,-0.272885,0.72502,708.742307
HUPMUA,0,1,225,760,-0.17517,-0.05239,0.12278,0.0014,-0.383958,-0.19133,1052.775921
HUPTET,0,1,83,428,-0.19196,-0.08345,0.10851,6.6145,-0.189545,0.40507,504.319071
HUPYEX,0,1,113,502,-0.19112,-0.10208,0.08904,0.0006,-0.205569,1.26664,669.422675
HUPYOH,0,1,113,500,-0.19385,-0.10084,0.09301,0.0022,-0.207821,0.80723,674.233811
HUQXIC,0,1,42,274,-0.20042,-0.10865,0.09177,9.2245,-0.083832,-0.65773,320.37276
HUQXUO,0,1,50,312,-0.20402,-0.10744,0.09658,9.5199,-0.113065,-0.64773,377.592453
HUSHIM,1,1,81,360,-0.26822,-0.20995,0.05827,9.7339,-0.140945,0.59656,449.49619
HUTMEO,0,1,105,472,-0.1707,-0.08639,0.08431,2.6414,-0.251575,1.27261,674.917298
HUTVUO,0,1,52,326,-0.1824,-0.06302,0.11938,8.8442,-0.118709,-0.81295,375.457476
HUTWEZ,1,1,51,290,-0.31719,-0.18027,0.13692,9.3226,-0.110557,-0.63613,350.076198
HUTWID,0,1,50,290,-0.16366,-0.05101,0.11265,6.4832,-0.103733,-0.65986,352.741485
HUVKOZ,0,1,117,460,-0.18916,-0.07749,0.11167,1.9906,-0.242213,1.16781,666.584342
HUWLIV,1,1,43,198,-0.29338,-0.20374,0.08964,6.8025,-0.066533,0.55483,256.140233
HUWLOC,0,1,54,330,-0.18683,-0.10751,0.07932,11.7791,-0.098919,-0.78821,372.751343
HUYYAD,1,1,91,398,-0.28446,-0.17875,0.10571,4.2817,-0.226208,0.26052,597.767302
IBIZUP,0,1,135,520,-0.17519,-0.06734,0.10785,0.0086,-0.23533,-0.19187,711.993696
IBUFES,0,1,91,394,-0.16421,-0.05018,0.11403,4.0992,-0.228359,0.2976,596.905297
IBUGET,0,1,85,386,-0.15451,-0.05792,0.09659,5.795,-0.209443,0.31987,569.126321
IBUGIX,0,1,96,426,-0.15342,-0.05666,0.09676,5.9139,-0.243595,0.31439,636.473356
ICEGII,0,1,49,270,-0.19138,-0.14533,0.04605,20.2557,-0.102739,-0.07219,362.748685
ICEGOO,0,1,49,288,-0.1887,-0.14519,0.04351,20.936,-0.105454,-0.14604,369.213148
ICEGUU,0,1,49,320,-0.1899,-0.14337,0.04653,20.4488,-0.106606,-0.17975,370.461052
ICOJOB,0,1,69,338,-0.19169,-0.09331,0.09838,4.9599,-0.144412,0.47397,385.922048
ICOKAO,0,1,71,348,-0.19054,-0.09599,0.09455,8.3742,-0.149376,0.47671,391.04967
ICOLIX,0,1,113,460,-0.15449,-0.04567,0.10882,5.6457,-0.268159,-0.65814,686.589149
ICOLOD,0,1,113,460,-0.14684,-0.04208,0.10476,5.557,-0.271018,-0.56902,686.618493
ICUHOG,0,1,89,388,-0.15533,-0.03961,0.11572,7.9577,-0.219947,0.2465,574.369765
ICUHUM,0,1,83,408,-0.1565,-0.04346,0.11304,9.274,-0.215597,0.22307,569.39081
ICUJAU,0,1,82,414,-0.14923,-0.04591,0.10332,10.0325,-0.215454,0.20471,568.93749
ICUJEY,0,1,88,430,-0.14823,-0.04283,0.1054,10.628,-0.223953,0.17519,592.643418
IDAMEH,1,1,45,204,-0.31683,-0.14105,0.17578,2.1466,-0.079609,0.47134,255.30969
IDOPOH,0,1,86,386,-0.1672,-0.0888,0.0784,5.9378,-0.21429,0.21015,566.3095
IDUCEP,0,1,46,260,-0.17194,-0.10403,0.06791,8.1483,-0.084218,0.44778,311.192473
IDUCIT,0,1,45,264,-0.17519,-0.10887,0.06632,9.5819,-0.082554,0.44936,317.597903
IFIQAR,0,1,45,314,-0.21202,-0.04814,0.16388,10.5141,-0.090523,0.18833,306.534658
IFIWOK,0,1,63,288,-0.19877,-0.04861,0.15016,7.2456,-0.105668,0.94459,385.155187
IFIWUQ,0,1,63,360,-0.19969,-0.04917,0.15052,7.2441,-0.110701,0.84795,422.051814
IFUJAW,0,1,39,242,-0.20817,-0.10588,0.10229,9.9397,-0.06365,0.165,258.750893
IFUJOK,0,1,46,274,-0.2036,-0.10796,0.09564,8.8962,-0.079884,0.17345,309.789028
IGEZEB,0,1,111,638,-0.21102,-0.08476,0.12626,14.0194,-0.296097,-0.06444,728.599399
IGOBAI,0,1,69,388,-0.1895,-0.07534,0.11416,4.6622,-0.144018,0.48124,451.656591
IGOCAJ,0,1,79,450,-0.19109,-0.07322,0.11787,4.7152,-0.206048,-0.00085,528.153338
IGOCEN,0,1,79,450,-0.1893,-0.07377,0.11553,6.4076,-0.206641,-0.06536,528.16145
IGOCIR,0,1,77,432,-0.19136,-0.07438,0.11698,5.7376,-0.197678,-0.02181,511.26898
IGOPIF,1,1,98,432,-0.28506,-0.19609,0.08897,2.631,-0.24516,0.26436,642.156118
IGUPEG,0,1,122,542,-0.15916,-0.04041,0.11875,0.9114,-0.346184,-1.43598,796.390301
IGUXEO,1,1,81,362,-0.26068,-0.14632,0.11436,0.0033,-0.18098,0.47446,496.13165
IHAZUN,0,1,47,238,-0.17888,-0.06893,0.10995,2.0558,-0.085,0.58406,307.304717
IHEBAZ,0,1,53,264,-0.17998,-0.08207,0.09791,1.8622,-0.099769,0.58417,347.22384
